genre,producer,y,production
Drama,Shelty,1996,1
Shounen,Takeshobo,1996,1
Vampire,Zero-G Room,1996,1
Fantasy,Youmex,1996,1
Super Power,Bandai Visual,1996,1
Fantasy,Studio Tulip,1996,1
Shounen,Group TAC,1996,1
Shounen,TBS,1996,1
Parody,Audio Tanaka,1996,1
Comedy,Sony Music Entertainment,1996,1
Fantasy,Toei Video,1996,1
Hentai, Ltd.,1996,1
Romance,Daiei,1996,1
Shounen,Chaos Project,1996,1
Supernatural,Studio Tulip,1996,1
Drama,Pastel,1996,1
Romance,Fuji TV,1996,1
Adventure,NHK,1996,1
Ecchi,GAGA Communications,1996,1
Action,Sony Music Entertainment,1996,1
Supernatural,Youmex,1996,1
Drama,Fuji TV,1996,1
Action,Sotsu,1996,1
Police,Kodansha,1996,1
Romance,Tokyo Kids,1996,1
Ecchi,Sotsu,1996,1
Comedy,Mushi Production,1996,1
Space,Movic,1996,1
Sci-Fi,Triangle Staff,1996,1
Magic,TV Tokyo,1996,1
Horror,Tohokushinsha Film Corporation,1996,1
Fantasy,Animaruya,1996,1
Kids,Animaruya,1996,1
Magic,Nozomi Entertainment,1996,1
School,Kodansha,1996,1
Space,Tsuburaya Productions,1996,1
Slice of Life,E&amp;G Films,1996,1
Harem,Hal Film Maker,1996,1
Police,TMS-Kyokuchi,1996,1
Military,Yomiko Advertising,1996,1
Fantasy,J.C.Staff,1996,1
Sci-Fi,Hal Film Maker,1996,1
Ecchi,Nippon Columbia,1996,1
Mecha,VAP,1996,1
Seinen,TBS,1996,1
Mecha,Hal Film Maker,1996,1
Military,Nippon Columbia,1996,1
Sci-Fi,VAP,1996,1
Drama,Pink Pineapple,1996,1
Police,YTV,1996,1
Ecchi,TV Asahi,1996,1
Drama,NHK,1996,1
Adventure,Zero-G Room,1996,1
Historical,Aniplex,1996,1
Fantasy,Showgate,1996,1
Sci-Fi,BEAM Entertainment,1996,1
Action,Yomiko Advertising,1996,1
Romance,NHK,1996,1
Mystery,Pink Pineapple,1996,1
Comedy,Yomiko Advertising,1996,1
Magic,Nihon Ad Systems,1996,1
Mecha,Animate Film,1996,1
Shounen,Audio Tanaka,1996,1
Shounen,Studio Fantasia,1996,1
Drama,Kadokawa Shoten,1996,1
Magic,Sega,1996,1
Kids,NHK,1995,8
Hentai,Pink Pineapple,1995,8
Comedy,TV Tokyo,1995,6
Action,VAP,1995,6
Adventure,KSS,1995,6
Fantasy,TV Tokyo,1995,6
Sci-Fi,Bandai Visual,1995,5
Comedy,KSS,1995,5
Comedy,VAP,1995,5
Comedy,TV Tokyo Music,1995,4
Drama,TV Tokyo,1995,4
Comedy,Pioneer LDC,1995,4
Adventure,TV Tokyo Music,1995,4
Fantasy,TV Tokyo Music,1995,4
Shounen,Group TAC,1995,4
Comedy,Movic,1995,4
Adventure,Pioneer LDC,1995,4
Romance,Pioneer LDC,1995,4
Magic,TV Tokyo,1995,4
Comedy,Group TAC,1995,4
Action,Bandai Visual,1995,4
Drama,Bandai Visual,1995,4
Mecha,Studio Nue,1995,4
Adventure,NHK,1995,4
Comedy,Studio Jack,1995,4
Adventure,VAP,1995,4
Comedy,Bandai Visual,1995,4
Sci-Fi,Movic,1995,3
Action,Animate Film,1995,3
Action,Kadokawa Shoten,1995,3
Adventure,TV Tokyo,1995,3
Fantasy,Kadokawa Shoten,1995,3
Shoujo,Nihon Ad Systems,1995,3
Adventure,Studio Take Off,1995,3
Action,Group TAC,1995,3
Shounen,Studio Take Off,1995,3
Comedy,Animate Film,1995,3
Romance,TV Tokyo,1995,3
Adventure,Group TAC,1995,3
Action,Studio Nue,1995,3
Sci-Fi,Pioneer LDC,1995,3
Sci-Fi,TV Tokyo,1995,3
Kids,Sanrio,1995,3
Comedy,SoftX,1995,3
Adventure,Kadokawa Shoten,1995,3
Adventure,Animate Film,1995,3
Sci-Fi,Studio Nue,1995,3
Music,Studio Nue,1995,3
Police,VAP,1995,3
Mecha,Bandai Visual,1995,3
Magic,Nihon Ad Systems,1995,3
Fantasy,SoftX,1995,3
Space,Pioneer LDC,1995,2
Sci-Fi,Studio Take Off,1995,2
Mecha,Animate Film,1995,2
Shounen,VAP,1995,2
Action,Kodansha,1995,2
Action,Sony Music Entertainment,1995,2
Romance,Nihon Ad Systems,1995,2
Magic,Animate Film,1995,2
Fantasy,AIC,1995,2
Adventure,Tokyo Movie Shinsha,1995,2
Adventure,Studio Jack,1995,2
Shounen,TV Tokyo Music,1995,2
Sci-Fi,VAP,1995,2
Comedy,TMS Entertainment,1995,2
Comedy,Yamamura Animation,1995,2
Magic,Movic,1995,2
Ecchi,VAP,1995,2
Magic,TV Tokyo Music,1995,2
Action,Movic,1995,2
Police,Kodansha,1995,2
Romance,KSS,1995,2
Fantasy,Pioneer LDC,1995,2
Seinen,Kodansha,1995,2
Comedy,TV Asahi,1995,2
Kids,Studio Junio,1995,2
Action,TV Tokyo Music,1995,2
Action,TMS Entertainment,1995,2
Sci-Fi,Kodansha,1995,2
Mecha,Mainichi Broadcasting System,1995,2
Magic,Studio Jack,1995,2
Adventure,TMS Entertainment,1995,2
Comedy,Tokyo Movie Shinsha,1995,2
Magic,KSS,1995,2
Psychological,Bandai Visual,1995,2
Comedy,Shogakukan Productions,1995,2
Adventure,Sotsu,1995,2
Adventure,Movic,1995,2
Shoujo,KSS,1995,2
Comedy,AIC,1995,2
Fantasy,Pink Pineapple,1995,2
Action,TV Tokyo,1995,2
Romance,Pink Pineapple,1995,2
Psychological,Kodansha,1995,2
Kids,TV Asahi,1995,2
Ecchi,Kitty Films,1995,2
Shounen,Studio Nue,1995,2
Shounen,Pioneer LDC,1995,2
Shoujo,Studio Jack,1995,2
Comedy,Nihon Ad Systems,1995,2
Comedy,Shueisha,1995,2
Music,Mainichi Broadcasting System,1995,2
Comedy,Yomiko Advertising,1995,2
Magic,AIC,1995,2
Adventure,Yomiko Advertising,1995,2
Sci-Fi,Kadokawa Shoten,1995,2
Comedy,Sanrio,1995,2
Comedy,Mainichi Broadcasting System,1995,2
Comedy,Studio Nue,1995,2
Drama,Victor Entertainment,1995,2
Drama,Nihon Ad Systems,1995,2
Mecha,Movic,1995,2
Adventure,Nihon Ad Systems,1995,2
Comedy,Kitty Films,1995,2
Sci-Fi,Animate Film,1995,2
Sci-Fi,Victor Entertainment,1995,2
Shounen,TMS Entertainment,1995,2
Fantasy,Studio Take Off,1995,2
Music,NHK,1995,2
Comedy, Inc.,1995,2
Adventure,SoftX,1995,2
Drama,TV Asahi,1995,2
Adventure,Studio Nue,1995,2
Shounen,Mainichi Broadcasting System,1995,2
Sci-Fi,Mainichi Broadcasting System,1995,2
Shounen,Yomiuri Advertising,1995,2
Shoujo,TV Tokyo,1995,2
Romance,Studio Jack,1995,2
Romance,Asahi Broadcasting Corporation,1995,2
Magic,Kadokawa Shoten,1995,2
Drama,Studio Nue,1995,2
Martial Arts,Yomiko Advertising,1995,2
Comedy,TBS,1995,2
Fantasy,Shogakukan Productions,1995,2
Fantasy,Animate Film,1995,2
Shounen,AIC,1995,2
Action,Mainichi Broadcasting System,1995,2
Drama,Mainichi Broadcasting System,1995,2
Shounen,TV Tokyo,1995,2
Drama,Kitty Films,1995,1
Fantasy,Bandai Visual,1995,1
Action,AIC,1995,1
Drama,Yomiko Advertising,1995,1
Martial Arts,Apollon,1995,1
Romance,Yomiko Advertising,1995,1
Drama,Milky Animation Label,1995,1
Adventure,Sony Music Entertainment,1995,1
Adventure,UM Productions,1995,1
Romance,Dentsu,1995,1
Yaoi,Milky Animation Label,1995,1
Fantasy,Apollon,1995,1
Seinen,Bandai Visual,1995,1
Romance,TV Asahi,1995,1
Fantasy,Atelier Musa,1995,1
Kids,Tezuka Productions,1995,1
Yuri,Pastel,1995,1
Magic,Victor Entertainment,1995,1
Adventure,Asahi Broadcasting Corporation,1995,1
Mecha,Nihon Ad Systems,1995,1
Fantasy,Yomiuri Advertising,1995,1
Comedy,Kodansha,1995,1
Comedy,Kadokawa Shoten,1995,1
Action,BMG Japan,1995,1
Shounen,Marubeni,1995,1
Horror,Yomiuri Advertising,1995,1
Adventure,Atelier Musa,1995,1
Shounen,Kitty Films,1995,1
School,Bandai Visual,1995,1
Comedy,OB Planning,1995,1
Hentai,BEAM Entertainment,1995,1
Yuri,Pink Pineapple,1995,1
Psychological,Kadokawa Shoten,1995,1
Mystery,Studio Comet,1995,1
Comedy,Pink Pineapple,1995,1
Martial Arts,TV Tokyo Music,1995,1
Action,Nagoya TV Housou,1995,1
Hentai,Daiei,1995,1
Horror,BMG Japan,1995,1
Fantasy,Image Kei,1995,1
Psychological,TV Tokyo,1995,1
Action,Victor Entertainment,1995,1
Psychological,Nihon Ad Systems,1995,1
Ecchi,KSS,1995,1
Action,K-Factory,1995,1
Romance,Atelier Musa,1995,1
Shounen,Sony Music Entertainment,1995,1
Comedy,Asahi Broadcasting Corporation,1995,1
Sci-Fi,Triangle Staff,1995,1
Mecha,TV Asahi,1995,1
Dementia,Nihon Ad Systems,1995,1
Horror,Pink Pineapple,1995,1
Fantasy,Studio Jack,1995,1
Sci-Fi,Sanctuary,1995,1
School,TV Asahi,1995,1
Magic,SoftX,1995,1
Drama,Shogakukan Productions,1995,1
Parody,AIC,1995,1
Comedy,Starchild Records,1995,1
Sports,Kitty Films,1995,1
Supernatural,TV Tokyo Music,1995,1
Action,Tohokushinsha Film Corporation,1995,1
Action,Pink Pineapple,1995,1
Shounen,Sotsu,1995,1
Dementia,Kadokawa Shoten,1995,1
Supernatural,Movic,1995,1
Demons,SoftX,1995,1
Fantasy,Phoenix Entertainment,1995,1
Fantasy,Sotsu,1995,1
Demons,Triple X,1995,1
Mecha,Pioneer LDC,1995,1
Slice of Life,Sakura Production,1995,1
Supernatural,AIC,1995,1
Action,Studio Take Off,1995,1
Romance,Shogakukan Productions,1995,1
Fantasy,NHK,1995,1
Drama,TBS,1995,1
Ecchi,K-Factory,1995,1
Mecha,TV Tokyo Music,1995,1
Sci-Fi,Shochiku,1995,1
Horror,Kodansha,1995,1
Shounen,Fuji TV,1995,1
Demons,TV Tokyo,1995,1
Mecha,TV Tokyo,1995,1
Action,Half H.P Studio,1995,1
Magic,Kitty Films,1995,1
Shoujo,Shueisha,1995,1
Horror,Sony Music Entertainment,1995,1
Romance,Studio Nue,1995,1
Sci-Fi,Studio Jack,1995,1
Hentai,Triple X,1995,1
Adventure,Takeshobo,1995,1
Historical,Group TAC,1995,1
Comedy,Geneon Universal Entertainment,1995,1
Shounen,Sega,1995,1
Comedy,Half H.P Studio,1995,1
Shounen Ai,Daiei,1995,1
Adventure,Mainichi Broadcasting System,1995,1
Sci-Fi,Tokyo Kids,1995,1
Magic,J.C.Staff,1995,1
Fantasy,Kyowa Film,1995,1
Adventure,Half H.P Studio,1995,1
Adventure,Tokuma Shoten,1995,1
Shounen,Tokyo Movie Shinsha,1995,1
School,Tama Production,1995,1
Adventure,Sega,1995,1
Shoujo,Asahi Broadcasting Corporation,1995,1
Action,Starchild Records,1995,1
Drama,Apollon,1995,1
Adventure,Starchild Records,1995,1
Adventure,Apollon,1995,1
Action,Yomiuri Advertising,1995,1
Sports,Victor Entertainment,1995,1
Parody,Group TAC,1995,1
Romance,Victor Entertainment,1995,1
Mecha,Kodansha,1995,1
Slice of Life,Tokuma Shoten,1995,1
Action,TBS,1995,1
Shounen,TV Asahi,1995,1
Magic,Bandai Visual,1995,1
Comedy,NHK,1995,1
Romance,Tezuka Productions,1995,1
Kids,Sakura Production,1995,1
Shounen,Takeshobo,1995,1
Action,Sega,1995,1
Action,Kitty Films,1995,1
Drama,Pink Pineapple,1995,1
Mecha,Studio Take Off,1995,1
Harem,Pioneer LDC,1995,1
Martial Arts,Sega,1995,1
Sci-Fi,Audio Tanaka,1995,1
Psychological,Shochiku,1995,1
Historical,Phoenix Entertainment,1995,1
Comedy,Sakura Production,1995,1
Fantasy,Tokuma Shoten,1995,1
Adventure,Aubec,1995,1
School,Trans Arts,1995,1
Fantasy,K-Factory,1995,1
Kids,Sotsu,1995,1
Sci-Fi,Phoenix Entertainment,1995,1
Slice of Life,Studio Nue,1995,1
Comedy,Yomiuri Advertising,1995,1
Historical,TBS,1995,1
Mecha,Nagoya TV Housou,1995,1
Police,Bandai Visual,1995,1
Romance,Tokyo Movie Shinsha,1995,1
Drama,NHK,1995,1
Horror,Kitty Films,1995,1
Sports,Triangle Staff,1995,1
Sci-Fi,Artmic,1995,1
Adventure,J.C.Staff,1995,1
Comedy,Sega,1995,1
Comedy,Studio Comet,1995,1
Super Power,TV Tokyo Music,1995,1
Slice of Life,Asatsu DK,1995,1
Sci-Fi,Starchild Records,1995,1
Action,Nihon Ad Systems,1995,1
School,Shueisha,1995,1
Space,TV Asahi,1995,1
Horror,Bandai Visual,1995,1
Space,Studio Nue,1995,1
Sci-Fi,UM Productions,1995,1
Shoujo,Hakusensha,1995,1
Sci-Fi,TV Asahi,1995,1
Historical,Kadokawa Shoten,1995,1
Comedy,Atelier Musa,1995,1
Ecchi,Grouper Productions,1995,1
Seinen,VAP,1995,1
Hentai,Green Bunny,1995,1
Comedy,Marubeni,1995,1
Adventure,Fuji TV,1995,1
Ecchi,TV Tokyo Music,1995,1
Magic,Marubeni,1995,1
Mecha,Tokyo Kids,1995,1
Action,Studio Fantasia,1995,1
Adventure,Yomiuri Advertising,1995,1
School,TBS,1995,1
Action,TV Asahi,1995,1
Fantasy,Takeshobo,1995,1
Horror,Shochiku,1995,1
Drama,Shueisha,1995,1
Dementia,Audio Tanaka,1995,1
Mecha,Artmic,1995,1
Comedy,Grouper Productions,1995,1
Kids,Aubec,1995,1
Drama,Studio Take Off,1995,1
Seinen,TBS,1995,1
Sci-Fi,Hakusensha,1995,1
Adventure,Geneon Universal Entertainment,1995,1
Martial Arts,Aniplex,1995,1
Demons,J.C.Staff,1995,1
Shoujo,TV Asahi,1995,1
Drama,Studio Fantasia,1995,1
Mecha,Pink Pineapple,1995,1
Shoujo,Yomiko Advertising,1995,1
Shounen,Kadokawa Shoten,1995,1
Magic,TV Asahi,1995,1
Sports,Shueisha,1995,1
Music,Tezuka Productions,1995,1
Adventure,Shogakukan Productions,1995,1
Magic,Sanrio,1995,1
Kids,Asatsu DK,1995,1
School,Asatsu DK,1995,1
Demons,Kyowa Film,1995,1
Demons,Aubec,1995,1
Military,Studio Nue,1995,1
Drama,Audio Tanaka,1995,1
Action,Yomiko Advertising,1995,1
Kids,Kyowa Film,1995,1
Drama,Gakken,1995,1
Magic,Triangle Staff,1995,1
Fantasy,Group TAC,1995,1
Fantasy,Geneon Universal Entertainment,1995,1
Magic,K-Factory,1995,1
Drama,Kodansha,1995,1
Magic,Yomiko Advertising,1995,1
Martial Arts,Group TAC,1995,1
Comedy,Sotsu,1995,1
Magic,Shogakukan Productions,1995,1
Harem,Pink Pineapple,1995,1
Demons,Toei Video,1995,1
Martial Arts,TV Tokyo,1995,1
Action,Tokyo Movie Shinsha,1995,1
Horror,Toei Video,1995,1
Fantasy,Nagoya TV Housou,1995,1
Slice of Life,Tama Production,1995,1
Police,Pioneer LDC,1995,1
Comedy,Triangle Staff,1995,1
Drama,Yomiuri Advertising,1995,1
Horror,Daiei,1995,1
Romance,Apollon,1995,1
Ecchi,TV Tokyo,1995,1
Slice of Life,Shinano Kikaku,1995,1
Mystery,Group TAC,1995,1
Magic,Yomiuri Advertising,1995,1
Slice of Life,TV Asahi,1995,1
Fantasy,Tamura Shigeru Studio,1995,1
Military,Phoenix Entertainment,1995,1
Kids,Gakken,1995,1
Martial Arts,TMS Entertainment,1995,1
Comedy,Tokyo Kids,1995,1
Magic,Sotsu,1995,1
Shounen,Yomiko Advertising,1995,1
Action,KSS,1995,1
Ecchi,Studio Jack,1995,1
Romance,Geneon Universal Entertainment,1995,1
Adventure,AC Create,1995,1
Historical,NHK,1995,1
Drama,Shochiku,1995,1
Magic,Tokyo Movie Shinsha,1995,1
Action,UM Productions,1995,1
Ecchi,TBS,1995,1
Shoujo,Tokyo Movie Shinsha,1995,1
Sports,Asahi Broadcasting Corporation,1995,1
Ecchi,Shueisha,1995,1
Mecha,Kadokawa Shoten,1995,1
Comedy,Aniplex,1995,1
Fantasy,KSS,1995,1
Drama,Group TAC,1995,1
Shounen,Shueisha,1995,1
School,Aubec,1995,1
Demons,Gakken,1995,1
Martial Arts,Sony Music Entertainment,1995,1
Historical,Apollon,1995,1
Adventure,Studio Fantasia,1995,1
Sci-Fi,Nihon Ad Systems,1995,1
Romance,AIC,1995,1
Supernatural,Sotsu,1995,1
Slice of Life,NHK,1995,1
School,Studio Jack,1995,1
Comedy,Tohokushinsha Film Corporation,1995,1
Shounen,Asahi Broadcasting Corporation,1995,1
Slice of Life,Tezuka Productions,1995,1
Demons,BMG Japan,1995,1
Psychological,Victor Entertainment,1995,1
Romance,Group TAC,1995,1
Romance,Tokuma Shoten,1995,1
Drama,Hakusensha,1995,1
Hentai,Pastel,1995,1
Sci-Fi,SoftX,1995,1
Sci-Fi,KSS,1995,1
Slice of Life,Sotsu,1995,1
School,Sakura Production,1995,1
Demons,TV Tokyo Music,1995,1
Shounen,Triangle Staff,1995,1
Comedy,Trans Arts,1995,1
Drama,K-Factory,1995,1
Drama,Kadokawa Shoten,1995,1
Adventure,Phoenix Entertainment,1995,1
Martial Arts,Shogakukan Productions,1995,1
Fantasy,Yomiko Advertising,1995,1
Harem,TV Tokyo,1995,1
Drama,Triangle Staff,1995,1
Slice of Life,Studio Junio,1995,1
Action,Pioneer LDC,1995,1
Shounen,Aniplex,1995,1
Ecchi,Yomiuri Advertising,1995,1
School,Victor Entertainment,1995,1
School,Toei Video,1995,1
Fantasy,Kitty Films,1995,1
Adventure,Nagoya TV Housou,1995,1
Shounen,Movic,1995,1
Police,TBS,1995,1
Adventure,Triangle Staff,1995,1
Action,Triple X,1995,1
Comedy,K-Factory,1995,1
Adventure,Shueisha,1995,1
Horror,TV Tokyo,1995,1
Fantasy,Triple X,1995,1
Shoujo,Shogakukan Productions,1995,1
Fantasy,Victor Entertainment,1995,1
Supernatural,Kadokawa Shoten,1995,1
Ecchi,Trans Arts,1995,1
Sci-Fi,Sony Music Entertainment,1995,1
Romance,Hakusensha,1995,1
Supernatural,Pink Pineapple,1995,1
Drama,Tokuma Shoten,1995,1
Horror,Victor Entertainment,1995,1
Space,TV Tokyo,1995,1
Shoujo,Victor Entertainment,1995,1
Action,Aniplex,1995,1
Action,Audio Tanaka,1995,1
Music,KSS,1995,1
Mecha,Audio Tanaka,1995,1
Dementia,TV Tokyo,1995,1
Ecchi,Studio Fantasia,1995,1
Magic,Apollon,1995,1
Fantasy,Tokyo Movie Shinsha,1995,1
Adventure,Marubeni,1995,1
Horror,K-Factory,1995,1
Adventure,Dentsu,1995,1
Mystery,Studio Take Off,1995,1
Adventure,AIC,1995,1
Fantasy,Marubeni,1995,1
Drama,VAP,1995,1
Kids,Tokyo Movie Shinsha,1995,1
Fantasy,J.C.Staff,1995,1
Ecchi,Sotsu,1995,1
Historical,TV Tokyo,1995,1
Supernatural,Victor Entertainment,1995,1
Sci-Fi,Studio Fantasia,1995,1
Ecchi,Asatsu DK,1995,1
Adventure,Bandai Visual,1995,1
Shounen,Bandai Visual,1995,1
Action,Sanctuary,1995,1
Shoujo,Apollon,1995,1
Drama,Imagica,1995,1
Comedy,J.C.Staff,1995,1
Hentai,Knack Productions,1995,1
Ecchi,Movic,1995,1
Drama,Movic,1995,1
Horror,Aubec,1995,1
Drama,Tama Production,1995,1
Comedy,Sony Music Entertainment,1995,1
Hentai,OB Planning,1995,1
Super Power,VAP,1995,1
Shounen,Asatsu DK,1995,1
Fantasy,Nihon Ad Systems,1995,1
Historical,Shogakukan Productions,1995,1
Ecchi,Animate Film,1995,1
Sci-Fi,AIC,1995,1
School,Kitty Films,1995,1
Historical,Yomiko Advertising,1995,1
Shoujo,Dentsu,1995,1
Shounen,K-Factory,1995,1
Romance,TV Tokyo Music,1995,1
Comedy,Studio Take Off,1995,1
Fantasy,Studio Fantasia,1995,1
Romance,Daiei,1995,1
Magic,Asahi Broadcasting Corporation,1995,1
Horror,Sanctuary,1995,1
Action,Phoenix Entertainment,1995,1
Military,TV Asahi,1995,1
Adventure,Victor Entertainment,1995,1
Historical,Imagica,1995,1
Magic,Dentsu,1995,1
Hentai,Milky Animation Label,1995,1
Action,Shueisha,1995,1
Psychological,Audio Tanaka,1995,1
Shounen,Half H.P Studio,1995,1
Yuri,OB Planning,1995,1
Martial Arts,Half H.P Studio,1995,1
Sci-Fi,Shogakukan Productions,1995,1
Adventure,Aniplex,1995,1
Comedy,Pastel,1995,1
Sci-Fi,Nagoya TV Housou,1995,1
Music,Bandai Visual,1995,1
Mecha,Starchild Records,1995,1
Comedy,Artmic,1995,1
Space,AIC,1995,1
Ecchi,TV Asahi,1995,1
Shounen,Tohokushinsha Film Corporation,1995,1
Fantasy,Movic,1995,1
Romance,SoftX,1995,1
Sports,Studio Jack,1995,1
Sports,Group TAC,1995,1
Fantasy,TV Asahi,1995,1
School,Grouper Productions,1995,1
Comedy,Asatsu DK,1995,1
Sports,TBS,1995,1
Drama,Takeshobo,1995,1
Comedy,Apollon,1995,1
Kids,Tamura Shigeru Studio,1995,1
Sports,Grouper Productions,1995,1
Shounen,Nagoya TV Housou,1995,1
Military,Kadokawa Shoten,1995,1
Magic,Starchild Records,1995,1
Adventure,Tohokushinsha Film Corporation,1995,1
Sports,Trans Arts,1995,1
Kids,Sanrio,1994,12
Fantasy,Sanrio,1994,7
Hentai,Pink Pineapple,1994,7
Kids,NHK,1994,6
Shounen,Fuji TV,1994,6
Comedy,Tokyo Movie Shinsha,1994,5
Comedy,Movic,1994,5
Action,Fuji TV,1994,5
Action,Movic,1994,5
Drama,Fuji TV,1994,4
Comedy,Pink Pineapple,1994,4
Adventure,Nihon Ad Systems,1994,4
Adventure,NHK,1994,4
Comedy,Shueisha,1994,4
Action,Shueisha,1994,4
Comedy,Fuji TV,1994,4
Sci-Fi,Movic,1994,4
Adventure,Fuji TV,1994,3
Adventure,KSS,1994,3
Comedy,KSS,1994,3
Ecchi,Movic,1994,3
Sci-Fi,Starchild Records,1994,3
Drama,Bandai Visual,1994,3
Comedy,NHK,1994,3
Romance,Nihon Ad Systems,1994,3
Adventure,Tokyo Movie Shinsha,1994,3
Romance,Movic,1994,3
Sci-Fi,KSS,1994,3
Shounen,Nihon Ad Systems,1994,3
Fantasy,Tokyo Movie Shinsha,1994,3
Drama,TV Asahi,1994,3
Action,Nihon Ad Systems,1994,3
Military,Studio Nue,1994,2
Shounen,Tokyo Movie Shinsha,1994,2
Music,Pony Canyon,1994,2
Slice of Life,Sanrio,1994,2
Space,Starchild Records,1994,2
Action,Starchild Records,1994,2
Romance,Sony Music Entertainment,1994,2
Sports,Studio Jack,1994,2
Comedy,Bandai Visual,1994,2
Drama,Studio Nue,1994,2
Kids,Tokyo Movie Shinsha,1994,2
Action,KSS,1994,2
Shounen,TV Tokyo,1994,2
Shounen,Knack Productions,1994,2
Adventure,Starchild Records,1994,2
Comedy,Studio Jack,1994,2
Sci-Fi,Pioneer LDC,1994,2
Action,Tokyo Movie Shinsha,1994,2
Romance,Shueisha,1994,2
Sci-Fi,Bandai Visual,1994,2
Action,Pioneer LDC,1994,2
Action,Pony Canyon,1994,2
Slice of Life,NHK,1994,2
Fantasy,Pink Pineapple,1994,2
Sci-Fi,Studio Jack,1994,2
Comedy,TV Asahi,1994,2
Supernatural,Pink Pineapple,1994,2
Action,NHK,1994,2
Sci-Fi,TV Tokyo,1994,2
Romance,Pink Pineapple,1994,2
Mecha,Studio Nue,1994,2
Romance,Studio Nue,1994,2
Shounen,Studio Jack,1994,2
Slice of Life,TV Asahi,1994,2
Adventure,Movic,1994,2
Comedy,Pioneer LDC,1994,2
Historical,Shinano Kikaku,1994,2
Shounen,Pioneer LDC,1994,2
Space,Pioneer LDC,1994,2
Supernatural,Shueisha,1994,2
Music,NHK,1994,2
Sci-Fi,Sony Music Entertainment,1994,2
Drama,Pony Canyon,1994,2
Slice of Life,Bandai Visual,1994,2
Action,Bandai Visual,1994,2
School,Shueisha,1994,2
Drama,Nihon Ad Systems,1994,2
Shounen,TV Asahi,1994,2
Action,Knack Productions,1994,2
Romance,Fuji TV,1994,2
Sci-Fi,TV Asahi,1994,2
Mecha,TV Asahi,1994,2
Sci-Fi,Animate Film,1994,2
Sci-Fi,Tokyo Movie Shinsha,1994,2
Comedy,Nihon Ad Systems,1994,2
Magic,Pink Pineapple,1994,2
Romance,TV Asahi,1994,2
Drama,Shueisha,1994,2
Martial Arts,Fuji TV,1994,2
Hentai,AIC,1994,2
Mecha,Bandai Visual,1994,2
Drama,Animate Film,1994,2
Hentai,Daiei,1994,2
Horror,Pink Pineapple,1994,2
Comedy,TBS,1994,2
Mecha,Tokyo Movie Shinsha,1994,2
Sci-Fi,Studio Nue,1994,2
Action,Studio Jack,1994,2
Action,Tokuma Shoten,1994,2
Comedy,Sega,1994,1
Ecchi,Asatsu DK,1994,1
Parody,TBS,1994,1
Romance,TV Tokyo,1994,1
Horror,Nihon Ad Systems,1994,1
Drama,Kadokawa Shoten,1994,1
Super Power,TV Tokyo Music,1994,1
Magic,Dentsu,1994,1
Adventure,Toei Video,1994,1
Comedy,Capcom,1994,1
Comedy,Marubeni,1994,1
Hentai,Studio Tulip,1994,1
Adventure,Dynamic Planning,1994,1
Sports,Fuji TV,1994,1
Shounen,Studio Fantasia,1994,1
Parody,Pioneer LDC,1994,1
Adventure,Tezuka Productions,1994,1
Magic,Daiei,1994,1
Mecha,Phoenix Entertainment,1994,1
Adventure,Yomiuri Telecasting Corporation,1994,1
Shounen,Shueisha,1994,1
Shounen,Studio Core,1994,1
Adventure,Shochiku,1994,1
Police,Tokuma Shoten,1994,1
Mecha,Starchild Records,1994,1
Action,Nippon Columbia,1994,1
Comedy,Starchild Records,1994,1
Space,KSS,1994,1
Action,Capcom,1994,1
Fantasy,NHK,1994,1
School,Asatsu DK,1994,1
Sci-Fi,Yomiko Advertising,1994,1
Action,Marubeni,1994,1
Magic,TV Asahi,1994,1
Space,TV Tokyo,1994,1
Shounen,Studio Comet,1994,1
Shounen,Bandai Visual,1994,1
Martial Arts,Pastel,1994,1
Ecchi,Bandai Visual,1994,1
Mecha,KSS,1994,1
Demons,Pony Canyon,1994,1
Shounen,Phoenix Entertainment,1994,1
Sci-Fi,Nihon Ad Systems,1994,1
Sci-Fi,Toho Company,1994,1
Slice of Life,Kadokawa Shoten,1994,1
School,Japan Home Video,1994,1
Seinen,Kodansha,1994,1
Shounen,KSS,1994,1
Kids,Grouper Productions,1994,1
Music,Studio Kikan,1994,1
Action,Viz Media,1994,1
Sports,Nihon Ad Systems,1994,1
Comedy,Dynamic Planning,1994,1
Super Power,Bandai Visual,1994,1
Adventure,Capcom,1994,1
Magic,Pioneer LDC,1994,1
Sci-Fi,Dynamic Planning,1994,1
Comedy,Yomiuri Telecasting Corporation,1994,1
Magic,Toei Video,1994,1
Romance,SoftX,1994,1
Parody,Bandai Visual,1994,1
Sports,Knack Productions,1994,1
Adventure,SoftX,1994,1
Harem,Pioneer LDC,1994,1
Action,Toho Company,1994,1
Comedy,Asahi Broadcasting Corporation,1994,1
Action,Shochiku,1994,1
Horror,Pony Canyon,1994,1
Romance,Daiei,1994,1
Comedy,Sony Music Entertainment,1994,1
Mecha,Pony Canyon,1994,1
Mecha,Sony Music Entertainment,1994,1
Police,Nagoya TV Housou,1994,1
Drama,Daiei,1994,1
Comedy,Ajia-Do,1994,1
Comedy,VAP,1994,1
Shounen,Mainichi Broadcasting System,1994,1
Historical,Nihon Ad Systems,1994,1
Mecha,Sotsu,1994,1
Comedy,Sotsu,1994,1
Samurai,Nihon Ad Systems,1994,1
